,index,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime(s),Sector1(s)
168,185,0 days 02:15:05.013000,RUS,63,0 days 00:01:18.362000,54.0,3.0,,,0 days 00:00:23.514000,0 days 00:00:31.371000,0 days 00:00:23.477000,0 days 02:14:10.141000,0 days 02:14:41.512000,0 days 02:15:04.989000,269.0,276.0,278.0,,False,SOFT,12.0,False,Mercedes,0 days 02:13:46.651000,2023-06-04 14:14:46.658,1,3.0,False,,False,True,78.362,23.514
169,186,0 days 02:16:23.146000,RUS,63,0 days 00:01:18.133000,55.0,3.0,,,0 days 00:00:23.299000,0 days 00:00:31.284000,0 days 00:00:23.550000,0 days 02:15:28.288000,0 days 02:15:59.572000,0 days 02:16:23.122000,275.0,275.0,280.0,304.0,False,SOFT,13.0,False,Mercedes,0 days 02:15:05.013000,2023-06-04 14:16:05.020,1,3.0,False,,False,True,78.133,23.299
170,187,0 days 02:17:41.594000,RUS,63,0 days 00:01:18.448000,56.0,3.0,,,0 days 00:00:23.310000,0 days 00:00:31.484000,0 days 00:00:23.654000,0 days 02:16:46.432000,0 days 02:17:17.916000,0 days 02:17:41.570000,272.0,287.0,282.0,307.0,False,SOFT,14.0,False,Mercedes,0 days 02:16:23.146000,2023-06-04 14:17:23.153,1,3.0,False,,False,True,78.448,23.31
171,188,0 days 02:18:59.884000,RUS,63,0 days 00:01:18.290000,57.0,3.0,,,0 days 00:00:23.334000,0 days 00:00:31.361000,0 days 00:00:23.595000,0 days 02:18:04.904000,0 days 02:18:36.265000,0 days 02:18:59.860000,269.0,277.0,279.0,309.0,False,SOFT,15.0,False,Mercedes,0 days 02:17:41.594000,2023-06-04 14:18:41.601,1,3.0,False,,False,True,78.29,23.334
172,189,0 days 02:20:18.241000,RUS,63,0 days 00:01:18.357000,58.0,3.0,,,0 days 00:00:23.313000,0 days 00:00:31.409000,0 days 00:00:23.635000,0 days 02:19:23.173000,0 days 02:19:54.582000,0 days 02:20:18.217000,276.0,275.0,280.0,304.0,False,SOFT,16.0,False,Mercedes,0 days 02:18:59.884000,2023-06-04 14:19:59.891,1,3.0,False,,False,True,78.357,23.313
173,190,0 days 02:21:36.370000,RUS,63,0 days 00:01:18.129000,59.0,3.0,,,0 days 00:00:23.267000,0 days 00:00:31.254000,0 days 00:00:23.608000,0 days 02:20:41.484000,0 days 02:21:12.738000,0 days 02:21:36.346000,274.0,275.0,279.0,303.0,False,SOFT,17.0,False,Mercedes,0 days 02:20:18.241000,2023-06-04 14:21:18.248,1,3.0,False,,False,True,78.129,23.267
174,191,0 days 02:22:54.437000,RUS,63,0 days 00:01:18.067000,60.0,3.0,,,0 days 00:00:23.268000,0 days 00:00:31.279000,0 days 00:00:23.520000,0 days 02:21:59.614000,0 days 02:22:30.893000,0 days 02:22:54.413000,267.0,274.0,281.0,302.0,False,SOFT,18.0,False,Mercedes,0 days 02:21:36.370000,2023-06-04 14:22:36.377,1,3.0,False,,False,True,78.067,23.268
175,192,0 days 02:24:12.638000,RUS,63,0 days 00:01:18.201000,61.0,3.0,,,0 days 00:00:23.214000,0 days 00:00:31.325000,0 days 00:00:23.662000,0 days 02:23:17.627000,0 days 02:23:48.952000,0 days 02:24:12.614000,274.0,272.0,278.0,303.0,False,SOFT,19.0,False,Mercedes,0 days 02:22:54.437000,2023-06-04 14:23:54.444,1,3.0,False,,False,True,78.201,23.214
176,193,0 days 02:25:30.790000,RUS,63,0 days 00:01:18.152000,62.0,3.0,,,0 days 00:00:23.155000,0 days 00:00:31.354000,0 days 00:00:23.643000,0 days 02:24:35.769000,0 days 02:25:07.123000,0 days 02:25:30.766000,273.0,278.0,282.0,304.0,False,SOFT,20.0,False,Mercedes,0 days 02:24:12.638000,2023-06-04 14:25:12.645,1,3.0,False,,False,True,78.152,23.155
177,194,0 days 02:26:49.421000,RUS,63,0 days 00:01:18.631000,63.0,3.0,,,0 days 00:00:23.301000,0 days 00:00:31.561000,0 days 00:00:23.769000,0 days 02:25:54.067000,0 days 02:26:25.628000,0 days 02:26:49.397000,,273.0,281.0,,False,SOFT,21.0,False,Mercedes,0 days 02:25:30.790000,2023-06-04 14:26:30.797,1,3.0,False,,False,True,78.631,23.301
178,195,0 days 02:28:08.338000,RUS,63,0 days 00:01:18.917000,64.0,3.0,,,0 days 00:00:23.291000,0 days 00:00:31.802000,0 days 00:00:23.824000,0 days 02:27:12.688000,0 days 02:27:44.490000,0 days 02:28:08.314000,277.0,279.0,283.0,306.0,False,SOFT,22.0,False,Mercedes,0 days 02:26:49.421000,2023-06-04 14:27:49.428,1,3.0,False,,False,True,78.917,23.291
179,196,0 days 02:29:27.501000,RUS,63,0 days 00:01:19.163000,65.0,3.0,,,0 days 00:00:23.343000,0 days 00:00:32.045000,0 days 00:00:23.775000,0 days 02:28:31.657000,0 days 02:29:03.702000,0 days 02:29:27.477000,270.0,275.0,281.0,308.0,False,SOFT,23.0,False,Mercedes,0 days 02:28:08.338000,2023-06-04 14:29:08.345,1,3.0,False,,False,True,79.163,23.343
180,197,0 days 02:30:46.546000,RUS,63,0 days 00:01:19.045000,66.0,3.0,,,0 days 00:00:23.292000,0 days 00:00:31.775000,0 days 00:00:23.978000,0 days 02:29:50.769000,0 days 02:30:22.544000,0 days 02:30:46.522000,274.0,269.0,278.0,306.0,False,SOFT,24.0,False,Mercedes,0 days 02:29:27.501000,2023-06-04 14:30:27.508,1,3.0,False,,False,True,79.045,23.292
181,201,0 days 01:07:51.185000,PER,11,0 days 00:01:20.936000,4.0,1.0,,,0 days 00:00:23.699000,0 days 00:00:32.803000,0 days 00:00:24.434000,0 days 01:06:53.907000,0 days 01:07:26.710000,0 days 01:07:51.144000,255.0,252.0,286.0,333.0,True,MEDIUM,4.0,True,Red Bull Racing,0 days 01:06:30.249000,2023-06-04 13:07:30.256,1,10.0,False,,False,True,80.936,23.699
182,203,0 days 01:10:33.917000,PER,11,0 days 00:01:20.908000,6.0,1.0,,,0 days 00:00:23.797000,0 days 00:00:32.628000,0 days 00:00:24.483000,0 days 01:09:36.765000,0 days 01:10:09.393000,0 days 01:10:33.876000,263.0,263.0,279.0,333.0,True,MEDIUM,6.0,True,Red Bull Racing,0 days 01:09:13.009000,2023-06-04 13:10:13.016,1,9.0,False,,False,True,80.908,23.797
183,204,0 days 01:11:55.162000,PER,11,0 days 00:01:21.245000,7.0,1.0,,,0 days 00:00:24.080000,0 days 00:00:32.652000,0 days 00:00:24.513000,0 days 01:10:57.956000,0 days 01:11:30.608000,0 days 01:11:55.121000,260.0,254.0,284.0,310.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 01:10:33.917000,2023-06-04 13:11:33.924,1,9.0,False,,False,True,81.245,24.08
184,205,0 days 01:13:16.264000,PER,11,0 days 00:01:21.102000,8.0,1.0,,,0 days 00:00:23.790000,0 days 00:00:32.748000,0 days 00:00:24.564000,0 days 01:12:18.911000,0 days 01:12:51.659000,0 days 01:13:16.223000,255.0,267.0,287.0,331.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 01:11:55.162000,2023-06-04 13:12:55.169,1,9.0,False,,False,True,81.102,23.79
185,206,0 days 01:14:37.274000,PER,11,0 days 00:01:21.010000,9.0,1.0,,,0 days 00:00:23.811000,0 days 00:00:32.785000,0 days 00:00:24.414000,0 days 01:13:40.034000,0 days 01:14:12.819000,0 days 01:14:37.233000,259.0,275.0,285.0,340.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 01:13:16.264000,2023-06-04 13:14:16.271,1,8.0,False,,False,True,81.01,23.811
186,207,0 days 01:15:58.540000,PER,11,0 days 00:01:21.266000,10.0,1.0,,,0 days 00:00:24.114000,0 days 00:00:32.720000,0 days 00:00:24.432000,0 days 01:15:01.347000,0 days 01:15:34.067000,0 days 01:15:58.499000,253.0,279.0,284.0,333.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 01:14:37.274000,2023-06-04 13:15:37.281,1,8.0,False,,False,True,81.266,24.114
187,208,0 days 01:17:20.156000,PER,11,0 days 00:01:21.616000,11.0,1.0,,,0 days 00:00:24.242000,0 days 00:00:33.008000,0 days 00:00:24.366000,0 days 01:16:22.741000,0 days 01:16:55.749000,0 days 01:17:20.115000,254.0,276.0,284.0,335.0,False,MEDIUM,11.0,True,Red Bull Racing,0 days 01:15:58.540000,2023-06-04 13:16:58.547,1,8.0,False,,False,True,81.616,24.242
188,209,0 days 01:18:41.753000,PER,11,0 days 00:01:21.597000,12.0,1.0,,,0 days 00:00:24.078000,0 days 00:00:32.958000,0 days 00:00:24.561000,0 days 01:17:44.193000,0 days 01:18:17.151000,0 days 01:18:41.712000,251.0,271.0,277.0,332.0,False,MEDIUM,12.0,True,Red Bull Racing,0 days 01:17:20.156000,2023-06-04 13:18:20.163,1,8.0,False,,False,True,81.597,24.078
189,210,0 days 01:20:03.345000,PER,11,0 days 00:01:21.592000,13.0,1.0,,,0 days 00:00:24.121000,0 days 00:00:32.998000,0 days 00:00:24.473000,0 days 01:19:05.833000,0 days 01:19:38.831000,0 days 01:20:03.304000,263.0,264.0,278.0,309.0,False,MEDIUM,13.0,True,Red Bull Racing,0 days 01:18:41.753000,2023-06-04 13:19:41.760,1,7.0,False,,False,True,81.592,24.121
190,211,0 days 01:21:24.674000,PER,11,0 days 00:01:21.329000,14.0,1.0,,,0 days 00:00:24.016000,0 days 00:00:32.774000,0 days 00:00:24.539000,0 days 01:20:27.320000,0 days 01:21:00.094000,0 days 01:21:24.633000,256.0,261.0,276.0,311.0,False,MEDIUM,14.0,True,Red Bull Racing,0 days 01:20:03.345000,2023-06-04 13:21:03.352,1,7.0,False,,False,True,81.329,24.016
191,212,0 days 01:22:46.001000,PER,11,0 days 00:01:21.327000,15.0,1.0,,,0 days 00:00:24.063000,0 days 00:00:32.751000,0 days 00:00:24.513000,0 days 01:21:48.696000,0 days 01:22:21.447000,0 days 01:22:45.960000,267.0,263.0,278.0,308.0,False,MEDIUM,15.0,True,Red Bull Racing,0 days 01:21:24.674000,2023-06-04 13:22:24.681,1,6.0,False,,False,True,81.327,24.063
192,213,0 days 01:24:07.034000,PER,11,0 days 00:01:21.033000,16.0,1.0,,,0 days 00:00:23.933000,0 days 00:00:32.752000,0 days 00:00:24.348000,0 days 01:23:09.893000,0 days 01:23:42.645000,0 days 01:24:06.993000,262.0,266.0,278.0,,False,MEDIUM,16.0,True,Red Bull Racing,0 days 01:22:46.001000,2023-06-04 13:23:46.008,1,5.0,False,,False,True,81.033,23.933
193,214,0 days 01:25:28.149000,PER,11,0 days 00:01:21.115000,17.0,1.0,,,0 days 00:00:23.976000,0 days 00:00:32.606000,0 days 00:00:24.533000,0 days 01:24:30.969000,0 days 01:25:03.575000,0 days 01:25:28.108000,,264.0,279.0,,False,MEDIUM,17.0,True,Red Bull Racing,0 days 01:24:07.034000,2023-06-04 13:25:07.041,1,5.0,False,,False,True,81.115,23.976
194,215,0 days 01:26:48.973000,PER,11,0 days 00:01:20.824000,18.0,1.0,,,0 days 00:00:23.852000,0 days 00:00:32.614000,0 days 00:00:24.358000,0 days 01:25:51.960000,0 days 01:26:24.574000,0 days 01:26:48.932000,267.0,259.0,279.0,,True,MEDIUM,18.0,True,Red Bull Racing,0 days 01:25:28.149000,2023-06-04 13:26:28.156,1,5.0,False,,False,True,80.824,23.852
195,216,0 days 01:28:10.101000,PER,11,0 days 00:01:21.128000,19.0,1.0,,,0 days 00:00:23.982000,0 days 00:00:32.641000,0 days 00:00:24.505000,0 days 01:27:12.914000,0 days 01:27:45.555000,0 days 01:28:10.060000,,270.0,277.0,,False,MEDIUM,19.0,True,Red Bull Racing,0 days 01:26:48.973000,2023-06-04 13:27:48.980,1,4.0,False,,False,True,81.128,23.982
196,217,0 days 01:29:30.648000,PER,11,0 days 00:01:20.547000,20.0,1.0,,,0 days 00:00:23.942000,0 days 00:00:32.388000,0 days 00:00:24.217000,0 days 01:28:34.002000,0 days 01:29:06.390000,0 days 01:29:30.607000,260.0,268.0,278.0,304.0,True,MEDIUM,20.0,True,Red Bull Racing,0 days 01:28:10.101000,2023-06-04 13:29:10.108,1,4.0,False,,False,True,80.547,23.942
197,218,0 days 01:30:50.904000,PER,11,0 days 00:01:20.256000,21.0,1.0,,,0 days 00:00:23.926000,0 days 00:00:32.165000,0 days 00:00:24.165000,0 days 01:29:54.533000,0 days 01:30:26.698000,0 days 01:30:50.863000,268.0,273.0,280.0,,True,MEDIUM,21.0,True,Red Bull Racing,0 days 01:29:30.648000,2023-06-04 13:30:30.655,1,4.0,False,,False,True,80.256,23.926
198,219,0 days 01:32:11.219000,PER,11,0 days 00:01:20.315000,22.0,1.0,,,0 days 00:00:23.824000,0 days 00:00:32.242000,0 days 00:00:24.249000,0 days 01:31:14.687000,0 days 01:31:46.929000,0 days 01:32:11.178000,270.0,273.0,278.0,305.0,False,MEDIUM,22.0,True,Red Bull Racing,0 days 01:30:50.904000,2023-06-04 13:31:50.911,1,4.0,False,,False,True,80.315,23.824
199,220,0 days 01:33:31.909000,PER,11,0 days 00:01:20.690000,23.0,1.0,,,0 days 00:00:23.900000,0 days 00:00:32.517000,0 days 00:00:24.273000,0 days 01:32:35.078000,0 days 01:33:07.595000,0 days 01:33:31.868000,269.0,272.0,279.0,,False,MEDIUM,23.0,True,Red Bull Racing,0 days 01:32:11.219000,2023-06-04 13:33:11.226,1,4.0,False,,False,True,80.69,23.9
200,221,0 days 01:34:52.737000,PER,11,0 days 00:01:20.828000,24.0,1.0,,,0 days 00:00:23.939000,0 days 00:00:32.531000,0 days 00:00:24.358000,0 days 01:33:55.807000,0 days 01:34:28.338000,0 days 01:34:52.696000,262.0,274.0,280.0,,False,MEDIUM,24.0,True,Red Bull Racing,0 days 01:33:31.909000,2023-06-04 13:34:31.916,1,4.0,False,,False,True,80.828,23.939
201,222,0 days 01:36:13.799000,PER,11,0 days 00:01:21.062000,25.0,1.0,,,0 days 00:00:24.028000,0 days 00:00:32.559000,0 days 00:00:24.475000,0 days 01:35:16.724000,0 days 01:35:49.283000,0 days 01:36:13.758000,265.0,272.0,278.0,304.0,False,MEDIUM,25.0,True,Red Bull Racing,0 days 01:34:52.737000,2023-06-04 13:35:52.744,1,3.0,False,,False,True,81.062,24.028
202,223,0 days 01:37:35.043000,PER,11,0 days 00:01:21.244000,26.0,1.0,,,0 days 00:00:24.094000,0 days 00:00:32.745000,0 days 00:00:24.405000,0 days 01:36:37.852000,0 days 01:37:10.597000,0 days 01:37:35.002000,271.0,270.0,278.0,302.0,False,MEDIUM,26.0,True,Red Bull Racing,0 days 01:36:13.799000,2023-06-04 13:37:13.806,1,2.0,False,,False,True,81.244,24.094
203,226,0 days 01:41:57.069000,PER,11,0 days 00:01:18.645000,29.0,2.0,,,0 days 00:00:23.576000,0 days 00:00:31.566000,0 days 00:00:23.503000,0 days 01:41:01.959000,0 days 01:41:33.525000,0 days 01:41:57.028000,269.0,269.0,290.0,306.0,True,HARD,2.0,True,Red Bull Racing,0 days 01:40:38.424000,2023-06-04 13:41:38.431,1,9.0,False,,False,True,78.645,23.576
204,227,0 days 01:43:17.488000,PER,11,0 days 00:01:20.419000,30.0,2.0,,,0 days 00:00:23.658000,0 days 00:00:32.414000,0 days 00:00:24.347000,0 days 01:42:20.686000,0 days 01:42:53.100000,0 days 01:43:17.447000,254.0,259.0,287.0,336.0,False,HARD,3.0,True,Red Bull Racing,0 days 01:41:57.069000,2023-06-04 13:42:57.076,1,9.0,False,,False,True,80.419,23.658
205,228,0 days 01:44:36.274000,PER,11,0 days 00:01:18.786000,31.0,2.0,,,0 days 00:00:23.136000,0 days 00:00:31.947000,0 days 00:00:23.703000,0 days 01:43:40.583000,0 days 01:44:12.530000,0 days 01:44:36.233000,265.0,274.0,282.0,328.0,False,HARD,4.0,True,Red Bull Racing,0 days 01:43:17.488000,2023-06-04 13:44:17.495,1,8.0,False,,False,True,78.786,23.136
206,229,0 days 01:45:55.804000,PER,11,0 days 00:01:19.530000,32.0,2.0,,,0 days 00:00:23.657000,0 days 00:00:32.005000,0 days 00:00:23.868000,0 days 01:44:59.890000,0 days 01:45:31.895000,0 days 01:45:55.763000,,272.0,290.0,308.0,False,HARD,5.0,True,Red Bull Racing,0 days 01:44:36.274000,2023-06-04 13:45:36.281,1,8.0,False,,False,True,79.53,23.657
207,230,0 days 01:47:15.141000,PER,11,0 days 00:01:19.337000,33.0,2.0,,,0 days 00:00:23.513000,0 days 00:00:32.078000,0 days 00:00:23.746000,0 days 01:46:19.276000,0 days 01:46:51.354000,0 days 01:47:15.100000,270.0,269.0,292.0,333.0,False,HARD,6.0,True,Red Bull Racing,0 days 01:45:55.804000,2023-06-04 13:46:55.811,1,7.0,False,,False,True,79.337,23.513
208,231,0 days 01:48:33.958000,PER,11,0 days 00:01:18.817000,34.0,2.0,,,0 days 00:00:23.174000,0 days 00:00:31.921000,0 days 00:00:23.722000,0 days 01:47:38.274000,0 days 01:48:10.195000,0 days 01:48:33.917000,,276.0,290.0,336.0,False,HARD,7.0,True,Red Bull Racing,0 days 01:47:15.141000,2023-06-04 13:48:15.148,1,5.0,False,,False,True,78.817,23.174
209,232,0 days 01:49:52.742000,PER,11,0 days 00:01:18.784000,35.0,2.0,,,0 days 00:00:23.019000,0 days 00:00:31.900000,0 days 00:00:23.865000,0 days 01:48:56.936000,0 days 01:49:28.836000,0 days 01:49:52.701000,268.0,272.0,280.0,327.0,False,HARD,8.0,True,Red Bull Racing,0 days 01:48:33.958000,2023-06-04 13:49:33.965,1,5.0,False,,False,True,78.784,23.019
210,233,0 days 01:51:12.295000,PER,11,0 days 00:01:19.553000,36.0,2.0,,,0 days 00:00:23.657000,0 days 00:00:32.056000,0 days 00:00:23.840000,0 days 01:50:16.358000,0 days 01:50:48.414000,0 days 01:51:12.254000,,274.0,280.0,304.0,False,HARD,9.0,True,Red Bull Racing,0 days 01:49:52.742000,2023-06-04 13:50:52.749,1,5.0,False,,False,True,79.553,23.657
211,234,0 days 01:52:31.591000,PER,11,0 days 00:01:19.296000,37.0,2.0,,,0 days 00:00:23.518000,0 days 00:00:31.911000,0 days 00:00:23.867000,0 days 01:51:35.772000,0 days 01:52:07.683000,0 days 01:52:31.550000,270.0,266.0,280.0,305.0,False,HARD,10.0,True,Red Bull Racing,0 days 01:51:12.295000,2023-06-04 13:52:12.302,1,5.0,False,,False,True,79.296,23.518
212,235,0 days 01:53:50.838000,PER,11,0 days 00:01:19.247000,38.0,2.0,,,0 days 00:00:23.548000,0 days 00:00:31.815000,0 days 00:00:23.884000,0 days 01:52:55.098000,0 days 01:53:26.913000,0 days 01:53:50.797000,266.0,267.0,281.0,306.0,False,HARD,11.0,True,Red Bull Racing,0 days 01:52:31.591000,2023-06-04 13:53:31.598,1,5.0,False,,False,True,79.247,23.548
213,236,0 days 01:55:10.148000,PER,11,0 days 00:01:19.310000,39.0,2.0,,,0 days 00:00:23.570000,0 days 00:00:31.843000,0 days 00:00:23.897000,0 days 01:54:14.367000,0 days 01:54:46.210000,0 days 01:55:10.107000,272.0,269.0,281.0,,False,HARD,12.0,True,Red Bull Racing,0 days 01:53:50.838000,2023-06-04 13:54:50.845,1,5.0,False,,False,True,79.31,23.57
214,237,0 days 01:56:29.339000,PER,11,0 days 00:01:19.191000,40.0,2.0,,,0 days 00:00:23.516000,0 days 00:00:31.803000,0 days 00:00:23.872000,0 days 01:55:33.623000,0 days 01:56:05.426000,0 days 01:56:29.298000,273.0,271.0,281.0,307.0,False,HARD,13.0,True,Red Bull Racing,0 days 01:55:10.148000,2023-06-04 13:56:10.155,1,5.0,False,,False,True,79.191,23.516
215,238,0 days 01:57:48.540000,PER,11,0 days 00:01:19.201000,41.0,2.0,,,0 days 00:00:23.551000,0 days 00:00:31.851000,0 days 00:00:23.799000,0 days 01:56:52.849000,0 days 01:57:24.700000,0 days 01:57:48.499000,271.0,273.0,281.0,,False,HARD,14.0,True,Red Bull Racing,0 days 01:56:29.339000,2023-06-04 13:57:29.346,1,4.0,False,,False,True,79.201,23.551
216,239,0 days 01:59:07.447000,PER,11,0 days 00:01:18.907000,42.0,2.0,,,0 days 00:00:23.385000,0 days 00:00:31.766000,0 days 00:00:23.756000,0 days 01:58:11.884000,0 days 01:58:43.650000,0 days 01:59:07.406000,270.0,273.0,282.0,,False,HARD,15.0,True,Red Bull Racing,0 days 01:57:48.540000,2023-06-04 13:58:48.547,1,4.0,False,,False,True,78.907,23.385
217,240,0 days 02:00:26.515000,PER,11,0 days 00:01:19.068000,43.0,2.0,,,0 days 00:00:23.452000,0 days 00:00:31.847000,0 days 00:00:23.769000,0 days 01:59:30.858000,0 days 02:00:02.705000,0 days 02:00:26.474000,276.0,281.0,284.0,308.0,False,HARD,16.0,True,Red Bull Racing,0 days 01:59:07.447000,2023-06-04 14:00:07.454,1,4.0,False,,False,True,79.068,23.452
218,241,0 days 02:01:46.019000,PER,11,0 days 00:01:19.504000,44.0,2.0,,,0 days 00:00:23.458000,0 days 00:00:32.006000,0 days 00:00:24.040000,0 days 02:00:49.932000,0 days 02:01:21.938000,0 days 02:01:45.978000,270.0,269.0,283.0,309.0,False,HARD,17.0,True,Red Bull Racing,0 days 02:00:26.515000,2023-06-04 14:01:26.522,1,4.0,False,,False,True,79.504,23.458
219,242,0 days 02:03:05.619000,PER,11,0 days 00:01:19.600000,45.0,2.0,,,0 days 00:00:23.588000,0 days 00:00:32.058000,0 days 00:00:23.954000,0 days 02:02:09.566000,0 days 02:02:41.624000,0 days 02:03:05.578000,263.0,272.0,281.0,310.0,False,HARD,18.0,True,Red Bull Racing,0 days 02:01:46.019000,2023-06-04 14:02:46.026,1,4.0,False,,False,True,79.6,23.588
220,243,0 days 02:04:24.986000,PER,11,0 days 00:01:19.367000,46.0,2.0,,,0 days 00:00:23.639000,0 days 00:00:31.940000,0 days 00:00:23.788000,0 days 02:03:29.217000,0 days 02:04:01.157000,0 days 02:04:24.945000,269.0,272.0,281.0,305.0,False,HARD,19.0,True,Red Bull Racing,0 days 02:03:05.619000,2023-06-04 14:04:05.626,1,3.0,False,,False,True,79.367,23.639
221,244,0 days 02:05:43.893000,PER,11,0 days 00:01:18.907000,47.0,2.0,,,0 days 00:00:23.360000,0 days 00:00:31.726000,0 days 00:00:23.821000,0 days 02:04:48.305000,0 days 02:05:20.031000,0 days 02:05:43.852000,271.0,278.0,282.0,306.0,False,HARD,20.0,True,Red Bull Racing,0 days 02:04:24.986000,2023-06-04 14:05:24.993,1,3.0,False,,False,True,78.907,23.36
222,245,0 days 02:07:03.072000,PER,11,0 days 00:01:19.179000,48.0,2.0,,,0 days 00:00:23.458000,0 days 00:00:31.821000,0 days 00:00:23.900000,0 days 02:06:07.310000,0 days 02:06:39.131000,0 days 02:07:03.031000,275.0,280.0,282.0,,False,HARD,21.0,True,Red Bull Racing,0 days 02:05:43.893000,2023-06-04 14:06:43.900,1,3.0,False,,False,True,79.179,23.458
223,246,0 days 02:08:22.472000,PER,11,0 days 00:01:19.400000,49.0,2.0,,,0 days 00:00:23.452000,0 days 00:00:32.036000,0 days 00:00:23.912000,0 days 02:07:26.483000,0 days 02:07:58.519000,0 days 02:08:22.431000,277.0,277.0,280.0,307.0,False,HARD,22.0,True,Red Bull Racing,0 days 02:07:03.072000,2023-06-04 14:08:03.079,1,3.0,False,,False,True,79.4,23.452
224,249,0 days 02:12:37.776000,PER,11,0 days 00:01:16.666000,52.0,3.0,,,0 days 00:00:23.157000,0 days 00:00:30.792000,0 days 00:00:22.717000,0 days 02:11:44.226000,0 days 02:12:15.018000,0 days 02:12:37.735000,273.0,291.0,292.0,306.0,True,SOFT,2.0,True,Red Bull Racing,0 days 02:11:21.110000,2023-06-04 14:12:21.117,1,5.0,False,,False,True,76.666,23.157
225,250,0 days 02:13:54.898000,PER,11,0 days 00:01:17.122000,53.0,3.0,,,0 days 00:00:22.941000,0 days 00:00:30.920000,0 days 00:00:23.261000,0 days 02:13:00.676000,0 days 02:13:31.596000,0 days 02:13:54.857000,274.0,273.0,281.0,334.0,False,SOFT,3.0,True,Red Bull Racing,0 days 02:12:37.776000,2023-06-04 14:13:37.783,1,4.0,False,,False,True,77.122,22.941
226,251,0 days 02:15:12.441000,PER,11,0 days 00:01:17.543000,54.0,3.0,,,0 days 00:00:23.270000,0 days 00:00:31.103000,0 days 00:00:23.170000,0 days 02:14:18.127000,0 days 02:14:49.230000,0 days 02:15:12.400000,269.0,273.0,283.0,305.0,False,SOFT,4.0,True,Red Bull Racing,0 days 02:13:54.898000,2023-06-04 14:14:54.905,1,4.0,False,,False,True,77.543,23.27
227,252,0 days 02:16:30.217000,PER,11,0 days 00:01:17.776000,55.0,3.0,,,0 days 00:00:23.510000,0 days 00:00:31.113000,0 days 00:00:23.153000,0 days 02:15:35.910000,0 days 02:16:07.023000,0 days 02:16:30.176000,270.0,274.0,283.0,306.0,False,SOFT,5.0,True,Red Bull Racing,0 days 02:15:12.441000,2023-06-04 14:16:12.448,1,4.0,False,,False,True,77.776,23.51
228,253,0 days 02:17:47.701000,PER,11,0 days 00:01:17.484000,56.0,3.0,,,0 days 00:00:23.269000,0 days 00:00:31.078000,0 days 00:00:23.137000,0 days 02:16:53.445000,0 days 02:17:24.523000,0 days 02:17:47.660000,268.0,280.0,282.0,,False,SOFT,6.0,True,Red Bull Racing,0 days 02:16:30.217000,2023-06-04 14:17:30.224,1,4.0,False,,False,True,77.484,23.269
229,254,0 days 02:19:05.141000,PER,11,0 days 00:01:17.440000,57.0,3.0,,,0 days 00:00:23.209000,0 days 00:00:31.113000,0 days 00:00:23.118000,0 days 02:18:10.869000,0 days 02:18:41.982000,0 days 02:19:05.100000,271.0,282.0,284.0,307.0,False,SOFT,7.0,True,Red Bull Racing,0 days 02:17:47.701000,2023-06-04 14:18:47.708,1,4.0,False,,False,True,77.44,23.209
230,255,0 days 02:20:23.072000,PER,11,0 days 00:01:17.931000,58.0,3.0,,,0 days 00:00:23.203000,0 days 00:00:31.384000,0 days 00:00:23.344000,0 days 02:19:28.303000,0 days 02:19:59.687000,0 days 02:20:23.031000,273.0,288.0,284.0,309.0,False,SOFT,8.0,True,Red Bull Racing,0 days 02:19:05.141000,2023-06-04 14:20:05.148,1,4.0,False,,False,True,77.931,23.203
231,256,0 days 02:21:41.695000,PER,11,0 days 00:01:18.623000,59.0,3.0,,,0 days 00:00:23.383000,0 days 00:00:31.635000,0 days 00:00:23.605000,0 days 02:20:46.414000,0 days 02:21:18.049000,0 days 02:21:41.654000,270.0,288.0,282.0,312.0,False,SOFT,9.0,True,Red Bull Racing,0 days 02:20:23.072000,2023-06-04 14:21:23.079,1,4.0,False,,False,True,78.623,23.383
232,257,0 days 02:23:00.110000,PER,11,0 days 00:01:18.415000,60.0,3.0,,,0 days 00:00:23.246000,0 days 00:00:31.745000,0 days 00:00:23.424000,0 days 02:22:04.900000,0 days 02:22:36.645000,0 days 02:23:00.069000,271.0,280.0,282.0,308.0,False,SOFT,10.0,True,Red Bull Racing,0 days 02:21:41.695000,2023-06-04 14:22:41.702,1,4.0,False,,False,True,78.415,23.246
